timestamp,difficulty_score
1758629488.3115237,0.0
1758629488.3744752,0.0
1758629488.4438972,0.0
1758629488.5313082,0.0
1758629488.6069245,0.0
1758629488.6813493,0.0
1758629488.7768025,0.0
1758629488.8588471,0.0
1758629488.926305,0.0
1758629489.0085151,0.0
1758629489.0758567,0.0
1758629489.142741,0.0
1758629489.2124903,0.0
1758629489.280277,0.2
1758629489.3657625,0.2
1758629489.434106,0.2
1758629489.5065975,0.2
1758629489.5743222,0.2
1758629489.6591985,0.2
1758629489.725303,0.2
1758629489.7922044,0.2
1758629489.8611038,0.2
1758629489.926157,0.2
1758629489.9936056,0.2
1758629490.0692947,0.2
1758629490.1400008,0.2
1758629490.208678,0.2
1758629490.2789338,0.2
1758629490.351781,0.2
1758629490.4300241,0.4
1758629490.5082908,0.4
1758629490.5857832,0.4
1758629490.6588907,0.4
1758629490.737167,0.4
1758629490.8306227,0.4
1758629490.917585,0.4
1758629490.9976206,0.4
1758629491.081678,0.4
1758629491.1625333,0.4
1758629491.2314277,0.4
1758629491.3198988,0.4
1758629491.40342,0.4
1758629491.4890058,0.4
1758629491.5737326,0.4
1758629491.6510975,0.4
1758629491.7427795,0.4
1758629491.8279762,0.4
1758629491.9120994,0.4
1758629491.994723,0.4
1758629492.078193,0.4
1758629492.1468225,0.4
1758629492.2349048,0.4
1758629492.3113363,0.4
1758629492.3971906,0.4
1758629492.4931095,0.4
1758629492.5690875,0.4
1758629492.6386917,0.4
1758629492.7235591,0.4
1758629492.8044062,0.4
1758629492.8710365,0.4
1758629492.9519224,0.4
1758629493.0253947,0.4
1758629493.0994363,0.4
1758629493.194045,0.4
1758629493.2745416,0.4
1758629493.3453708,0.4
1758629493.4113817,0.4
1758629493.485752,0.4
1758629493.5658045,0.4
1758629493.6274877,0.4
1758629493.6974316,0.4
1758629493.768399,0.25
1758629493.8543334,0.25
1758629493.9369352,0.25
1758629494.0151622,0.25
1758629494.0864482,0.25
1758629494.1567724,0.25
1758629494.2192943,0.25
1758629494.2929153,0.25
1758629494.3792033,0.25
1758629494.4567904,0.25
1758629494.5284178,0.25
1758629494.6131346,0.25
1758629494.694923,0.25
1758629494.764853,0.25
1758629494.8412464,0.25
1758629494.9129577,0.25
1758629494.9880137,0.25
1758629495.0552423,0.25
1758629495.1263237,0.25
1758629495.1911726,0.25
1758629495.2639449,0.25
1758629495.3260875,0.4
1758629495.3956387,0.4
1758629495.4613714,0.4
1758629495.5389185,0.4
1758629495.6134624,0.4
1758629495.680913,0.4
1758629495.7721941,0.4
1758629495.8369706,0.4
1758629495.921574,0.4
1758629495.9841137,0.4
1758629496.0569828,0.4
1758629496.1211925,0.4
1758629496.1914558,0.4
1758629496.2534537,0.4
1758629496.3247006,0.4
1758629496.393533,0.4
1758629496.4606402,0.4
1758629496.532561,0.4
1758629496.6163197,0.4
1758629496.6972718,0.4
1758629496.77118,0.4
1758629496.8373046,0.4
1758629496.9043293,0.4
1758629496.9746861,0.4
1758629497.0459988,0.4
1758629497.1265912,0.4
1758629497.1970744,0.4
1758629497.2719917,0.4
1758629497.3412504,0.4
1758629497.4072323,0.4
1758629497.4744153,0.4
1758629497.5412424,0.4
1758629497.6132655,0.4
1758629497.6978984,0.4
1758629497.7688494,0.4
1758629497.839054,0.5
1758629497.925985,0.5
1758629497.9922485,0.5
1758629498.0679657,0.5
1758629498.1405637,0.5
1758629498.2124805,0.5
1758629498.2919397,0.5
1758629498.3628314,0.5
1758629498.4485574,0.5
1758629498.5311513,0.5
1758629498.5969424,0.5
1758629498.6651742,0.5
1758629498.7339287,0.5
1758629498.8067818,0.5
1758629498.8742957,0.5
1758629498.9397438,0.5
1758629499.0059235,0.5
1758629499.0762317,0.5
1758629499.1438665,0.5
1758629499.2098024,0.5
1758629499.2797196,0.5
1758629499.36697,0.5
1758629499.450853,0.5
1758629499.5337496,0.5
1758629499.616373,0.5
1758629499.6990666,0.5
1758629499.7856379,0.5
1758629499.8625274,0.5
1758629499.932089,0.5
1758629500.0142465,0.5
1758629500.0844054,0.5
1758629500.1631591,0.5
1758629500.2386072,0.5
1758629500.308245,0.5
1758629500.3856363,0.5
1758629500.4601398,0.5
1758629500.533881,0.5
1758629500.615388,0.5
1758629500.6811135,0.5
1758629500.747156,0.5
1758629500.8176274,0.5
1758629500.8951616,0.5
1758629500.969604,0.35
1758629501.0360296,0.5
1758629501.1030328,0.35
1758629501.1760612,0.35
1758629501.250755,0.35
1758629501.3162491,0.35
1758629501.3866625,0.35
1758629501.4692323,0.35
1758629501.536132,0.35
1758629501.620829,0.35
1758629501.6894178,0.35
1758629501.773518,0.35
1758629501.8489783,0.35
1758629501.9301114,0.35
1758629502.0036895,0.35
1758629502.069114,0.35
1758629502.1349173,0.35
1758629502.2015498,0.35
1758629502.286157,0.35
1758629502.3571806,0.35
1758629502.422716,0.35
1758629502.4922729,0.5
1758629502.5659382,0.5
1758629502.632505,0.5
1758629502.710578,0.5
1758629502.8003163,0.5
1758629502.8692722,0.5
1758629502.9360743,0.5
1758629503.0025682,0.5
1758629503.0697458,0.5
1758629503.1374726,0.65
1758629503.2154922,0.65
1758629503.292661,0.65
1758629503.3673387,0.65
1758629503.4532132,0.65
1758629503.5357442,0.65
1758629503.6010137,0.65
1758629503.6680672,0.65
1758629503.7439806,0.65
1758629503.8269012,0.65
1758629503.8928893,0.65
1758629503.9600954,0.65
1758629504.0316253,0.65
1758629504.1065114,0.65
1758629504.1858966,0.65
1758629504.2524354,0.65
1758629504.3196487,0.65
1758629504.392471,0.65
1758629504.458584,0.65
1758629504.531332,0.65
1758629504.6038175,0.65
1758629504.677316,0.65
1758629504.7388482,0.65
1758629504.794689,0.65
1758629504.8694627,0.65
1758629504.928054,0.65
1758629504.9907444,0.65
1758629505.070839,0.65
1758629505.1374395,0.65
1758629505.2042224,0.65
1758629505.2733479,0.65
1758629505.336257,0.65
1758629505.4090462,0.65
1758629505.479388,0.65
1758629505.5367565,0.65
1758629505.6086085,0.65
1758629505.677183,0.65
1758629505.7288537,0.65
1758629505.8101294,0.65
1758629505.8736994,0.65
1758629505.941228,0.65
1758629506.009126,0.65
1758629506.06965,0.65
1758629506.1352553,0.65
1758629506.2032905,0.65
1758629506.2659845,0.65
1758629506.3415625,0.65
1758629506.411485,0.65
1758629506.472542,0.65
1758629506.5307329,0.65
1758629506.6031992,0.65
1758629506.6733305,0.65
1758629506.7389948,0.65
1758629506.808338,0.65
1758629506.875647,0.65
1758629506.944959,0.65
1758629507.009856,0.65
1758629507.0784278,0.65
1758629507.1468637,0.65
1758629507.2129042,0.65
1758629507.2831283,0.65
1758629507.351685,0.65
1758629507.4171636,0.65
1758629507.48245,0.65
1758629507.540256,0.65
1758629507.6074843,0.65
1758629507.683816,0.65
1758629507.7522125,0.65
1758629507.8205824,0.65
1758629507.886768,0.65
1758629507.9526699,0.65
1758629508.0195532,0.65
1758629508.07615,0.65
1758629508.1521027,0.65
1758629508.2222173,0.65
1758629508.3007436,0.5
1758629508.3724024,0.65
1758629508.4420564,0.65
1758629508.5092988,0.65
1758629508.561405,0.65
1758629508.642582,0.65
1758629508.711327,0.65
1758629508.7742803,0.65
1758629508.8409421,0.65
1758629508.9103775,0.65
1758629508.9762094,0.65
1758629509.0472581,0.65
1758629509.1112301,0.65
1758629509.1767495,0.65
1758629509.2450523,0.65
1758629509.312193,0.65
1758629509.3840818,0.65
1758629509.4444077,0.65
1758629509.5089025,0.65
1758629509.5651588,0.65
1758629509.641376,0.65
1758629509.7081704,0.5
1758629509.779265,0.65
1758629509.8418825,0.65
1758629509.9145472,0.65
1758629509.98044,0.65
1758629510.0488243,0.65
1758629510.114512,0.65
1758629510.182519,0.65
1758629510.2481093,0.65
1758629510.3148625,0.65
1758629510.3669221,0.65
1758629510.4415283,0.65
1758629510.506062,0.65
1758629510.5832946,0.65
1758629510.649963,0.65
1758629510.7182584,0.65
1758629510.7835517,0.65
1758629510.8371744,0.65
1758629510.9262328,0.65
1758629510.9894783,0.65
1758629511.0540812,0.65
1758629511.121579,0.65
1758629511.18976,0.65
1758629511.255514,0.65
1758629511.311876,0.65
1758629511.3907337,0.65
1758629511.455304,0.65
1758629511.5256615,0.65
1758629511.5897994,0.65
1758629511.65967,0.65
1758629511.7289236,0.65
1758629511.7968376,0.65
